tndur_turnwisemean	pmin_turnwisemean	ptmin_turnwisemean	pmax_turnwisemean	ptmax_turnwisemean	pquan_turnwisemean	pmean_turnwisemean	psd_turnwisemean	pslope_turnwisemean	pslnjmp_turnwisemean	imin_turnwisemean	itmin_turnwisemean	imax_turnwisemean	itmax_turnwisemean	iquan_turnwisemean	imean_turnwisemean	tndur_turnwisestd	pmin_turnwisestd	ptmin_turnwisestd	pmax_turnwisestd	ptmax_turnwisestd	pquan_turnwisestd	pmean_turnwisestd	psd_turnwisestd	pslope_turnwisestd	pslnjmp_turnwisestd	imin_turnwisestd	itmin_turnwisestd	imax_turnwisestd	itmax_turnwisestd	iquan_turnwisestd	imean_turnwisestd	gender	dateid
4.16969696969697	87.70927272727272	116.16630303030301	276.66454545454553	116.06403030303031	145.89006060606067	157.62884848484848	45.99245454545454	538.8600000000002	31.474000000000014	59.39166666666666	116.84245454545454	85.44518181818182	115.93121212121214	71.55503030303029	77.12954545454546	4.816409765614117	13.062313628509498	85.82157182109172	30.759059819923635	85.3552135283358	24.312088830635204	20.68529594017425	11.762454330652327	1.0789593218788873e-05	8.259061849445711e-07	3.7951897075993277	85.71514438610416	4.362494057693137	85.34499109158281	3.6355065541548446	3.6822248632016654	MALE	114_136
3.2440000000000015	89.06819999999999	134.37264000000002	260.75687999999985	133.99558	150.31114000000002	158.20824000000002	38.454879999999996	403.1690000000002	26.505000000000024	60.165959999999984	133.78716000000003	83.71342000000003	134.29354	68.81461999999999	74.20899999999999	2.631765140566694	22.080412756789727	76.19887003548068	37.242348961211555	76.60569591602956	25.985918280837566	21.305293411004158	12.35574526636686	0.0	9.438927827937956e-07	2.2111413800229887	76.37353075973743	4.47837075918569	76.37788517125269	3.2166618892568763	3.506592578302683	MALE	207_221
5.848	106.3	121.43223999999998	378.4942	120.20012000000001	209.83827999999994	215.55971999999997	58.83648	625.9249999999997	34.61000000000001	72.19844	120.70268	88.97299999999997	120.48008000000002	83.29287999999998	83.63975999999998	7.088083897170896	12.135668543594948	80.43555103947097	60.05443462184968	79.58942529492639	34.42399388570928	27.355507516037758	13.648425758184215	1.7619331945484184e-05	6.743495761743046e-07	3.4201359631841615	79.42669844827576	0.7516883219371638	80.05612769224264	1.1350307382044835	0.6504318616653546	FEMALE	229_211
2.060869565217389	119.15599999999999	119.69697826086956	341.2883478260869	119.81102173913042	205.15626086956527	210.7754130434782	52.63236956521739	578.3559999999999	32.231	69.90799999999999	119.7187608695652	85.14526086956523	119.49660869565217	78.35182608695652	79.27834782608697	1.6252833272140004	19.068381666459874	73.83210534794894	59.98232689355479	74.06123440999923	33.24777122383769	27.829872246743648	18.94792360404777	1.7021891815878817e-05	4.0210439811304465e-07	2.662296060004063	73.74913562105426	1.3165600198956604	73.77245898857687	1.864045365499282	1.116898706584709	FEMALE	326_305
3.5255813953488375	91.91727906976746	128.213488372093	279.0977441860465	127.58113953488375	157.6030232558139	164.95899999999995	46.401581395348835	477.2289999999997	31.768000000000026	59.79532558139534	127.66341860465117	87.2025581395349	127.66674418604649	73.34844186046512	79.29916279069765	2.4842449291921778	17.80261460107896	69.45726428681307	21.86187296913737	69.51959125708011	33.63554670532534	24.67584616004687	8.512730450646268	2.208700147875201e-05	1.4418200416916931e-06	2.5672965187690164	69.5616539040599	2.2852263126672554	69.39258494080143	4.7330069486850626	3.6466670884279067	MALE	107_121
2.5642857142857136	98.16337499999996	118.71703571428569	245.08912500000002	118.15514285714285	147.96133928571427	153.25180357142855	33.58174999999999	446.57900000000046	29.394999999999985	60.526374999999994	118.46698214285712	85.80392857142854	118.38548214285716	71.21075	77.33282142857142	2.0460541689646594	22.330455933596145	78.7911204493973	46.69114750631859	78.37000848108083	24.589054578503298	20.406892503554722	11.084059886734991	2.5366498248096726e-05	8.909213380754733e-07	3.301167421947537	78.43875333265756	4.523824029441498	78.51748558054177	4.9809784042531895	4.367831286731577	MALE	317_326
4.166666666666666	91.52086206896551	126.03313793103449	268.0276551724138	125.99531034482757	139.4951724137931	149.58117241379313	40.95865517241379	453.97500000000025	29.086999999999993	59.24789999999999	122.70499999999998	82.68313333333332	121.56990000000002	70.51866666666668	74.69186666666666	7.00686034925936	19.668076884572056	81.00743756978831	37.437149677135885	81.18986883010868	25.229911161540272	19.45891885682142	12.38995250848694	1.133394398053295e-05	5.008942903889562e-07	3.875873332954043	83.13518537277412	5.768523714407365	82.17436185514306	3.9831375030009264	4.449509137850648	MALE	312_321
4.3	92.61844444444442	114.26213888888888	266.6974444444445	113.79272222222224	154.34755555555557	161.34405555555557	38.86894444444445	438.94700000000006	29.280999999999974	59.53086111111112	113.68377777777778	86.14002777777776	113.90547222222224	72.4636388888889	78.38377777777778	4.860922898850737	18.01040947649768	73.79340803705313	42.950474825543544	74.88981252083856	20.263781135590424	17.77781269037238	12.261307378309887	7.295096492519492e-06	1.5121936171953046e-06	2.847576033378635	74.43709163970456	4.158890713957272	74.42060326606412	4.461942146982111	3.9984077195881187	MALE	115_133
3.0711864406779683	84.78711864406779	136.4537796610169	258.2665932203391	136.57211864406779	138.65122033898308	146.50798305084743	41.534406779661026	403.8889999999995	28.400000000000027	61.3200338983051	136.25762711864405	82.3147966101695	136.18218644067798	70.23491525423728	73.63852542372881	1.8479299553319035	13.371415729967168	75.76347502454892	42.52815249768208	75.99129056177621	22.85892677592643	16.115825226810497	13.062100913710335	1.7920538925619613e-05	1.3717555088578725e-06	4.027141426346341	75.78376857214542	4.203342404766629	76.00658213272789	3.917856047628086	3.800834801025797	MALE	201_231
1.9399999999999986	86.44001999999996	122.95144	260.9169599999999	122.86637999999999	147.69098	155.70512000000002	45.51994	559.7050000000007	36.251999999999974	63.25814000000001	122.94686000000002	83.30429999999998	122.82037999999999	72.59816	75.60823999999998	1.0263865683820637	14.113892006495822	78.53396598668861	35.77388704808292	78.52382365358419	29.5887054778802	21.443041047693136	13.030682057124931	3.2036783396473624e-05	9.438927827937956e-07	2.9135727770105815	78.6830403835566	3.539603513194048	78.7727281189476	3.2186806230928564	3.027655208849984	MALE	215_229
